FlightID,Airline,FlightNumber,Origin,Destination,ScheduledDeparture,ActualDeparture,ScheduledArrival,ActualArrival,DelayMinutes,DelayReason,Cancelled,Diverted,AircraftType,TailNumber,Distance
1379926,United,952,LAX,SFO,2024-09-01 10:34,2024-09-01 10:50,2024-09-01 16:34,2024-09-01 16:52,18,Weather,False,True,Boeing 737,N55015,640
819400,American Airlines,4893,ORD,MIA,2024-09-01 23:43,2024-09-02 00:08,2024-09-02 05:43,2024-09-02 05:41,-2,,True,True,Boeing 737,N52886,2063
281405,Southwest,764,JFK,JFK,2024-09-01 23:13,2024-09-01 23:27,2024-09-02 01:13,2024-09-02 01:04,-9,,True,True,Airbus A320,N30326,1099
1216052,Southwest,2048,ATL,SEA,2024-09-01 00:01,2024-09-01 00:09,2024-09-01 01:01,2024-09-01 01:28,27,Maintenance,False,False,Boeing 737,N69070,757
798741,Southwest,8165,LAX,SFO,2024-09-01 00:02,2024-09-01 00:12,2024-09-01 03:02,2024-09-01 03:24,22,Weather,False,True,Boeing 777,N42424,1270
1493607,Delta,7506,ATL,SEA,2024-09-01 00:53,2024-09-01 01:05,2024-09-01 05:53,2024-09-01 06:07,14,Air Traffic Control,False,True,Airbus A320,N49937,2869
386094,Southwest,5900,ATL,MIA,2024-09-01 23:07,2024-09-01 23:36,2024-09-02 02:07,2024-09-02 01:58,-9,,False,False,Boeing 737,N42428,494
116617,Delta,163,JFK,SFO,2024-09-01 03:31,2024-09-01 03:52,2024-09-01 06:31,2024-09-01 06:39,8,Weather,True,False,Boeing 737,N74872,810
479632,Southwest,8372,ORD,BOS,2024-09-01 19:19,2024-09-01 19:24,2024-09-01 22:19,2024-09-01 22:21,2,Air Traffic Control,False,True,Airbus A320,N22905,501
1594389,Southwest,6355,LAX,SEA,2024-09-01 03:55,2024-09-01 04:02,2024-09-01 04:55,2024-09-01 05:23,28,Air Traffic Control,False,True,Airbus A320,N62899,1812
1683308,United,8627,ORD,MIA,2024-09-01 19:15,2024-09-01 19:27,2024-09-02 01:15,2024-09-02 01:41,26,Air Traffic Control,False,False,Boeing 777,N34342,230
586606,American Airlines,5196,ORD,MIA,2024-09-01 17:58,2024-09-01 18:01,2024-09-01 20:58,2024-09-01 21:00,2,Weather,True,True,Boeing 737,N48673,876
691159,American Airlines,6088,LAX,MIA,2024-09-01 07:40,2024-09-01 07:57,2024-09-01 13:40,2024-09-01 13:38,-2,,True,False,Boeing 777,N43903,1743
225409,United,2741,ORD,SEA,2024-09-01 03:15,2024-09-01 03:35,2024-09-01 05:15,2024-09-01 05:38,23,Maintenance,True,False,Airbus A320,N22869,1141
1553084,Delta,1970,ATL,SEA,2024-09-01 17:17,2024-09-01 17:41,2024-09-01 19:17,2024-09-01 19:16,-1,,True,True,Boeing 737,N47435,116
1535184,American Airlines,2833,ORD,MIA,2024-09-01 21:15,2024-09-01 21:32,2024-09-02 00:15,2024-09-02 00:09,-6,,True,True,Boeing 737,N16841,217
725433,Southwest,1935,ATL,MIA,2024-09-01 00:03,2024-09-01 00:31,2024-09-01 06:03,2024-09-01 06:32,29,Air Traffic Control,False,True,Airbus A320,N25485,2798
408270,Delta,4788,JFK,BOS,2024-09-01 13:47,2024-09-01 14:05,2024-09-01 14:47,2024-09-01 14:48,1,Weather,True,True,Airbus A320,N62499,2125
613539,Southwest,6716,ATL,SFO,2024-09-01 00:47,2024-09-01 01:00,2024-09-01 04:47,2024-09-01 04:52,5,Maintenance,True,False,Boeing 777,N16455,1157
201945,American Airlines,3569,ORD,JFK,2024-09-01 14:09,2024-09-01 14:35,2024-09-01 16:09,2024-09-01 16:37,28,Weather,True,True,Boeing 737,N41677,2671
1398575,Delta,8792,LAX,SFO,2024-09-01 22:13,2024-09-01 22:15,2024-09-02 01:13,2024-09-02 01:36,23,Weather,False,False,Boeing 737,N44990,546
1539818,United,9221,LAX,BOS,2024-09-01 15:54,2024-09-01 16:02,2024-09-01 21:54,2024-09-01 21:54,0,,True,False,Airbus A320,N46036,2833
1435187,Delta,7840,JFK,BOS,2024-09-01 03:57,2024-09-01 04:21,2024-09-01 04:57,2024-09-01 04:55,-2,,True,True,Airbus A320,N98513,468
864663,Delta,9427,ATL,BOS,2024-09-01 04:52,2024-09-01 05:16,2024-09-01 08:52,2024-09-01 09:12,20,Air Traffic Control,True,False,Boeing 737,N95696,2975
1603011,American Airlines,3764,LAX,SEA,2024-09-01 08:50,2024-09-01 09:19,2024-09-01 12:50,2024-09-01 12:44,-6,,False,True,Boeing 777,N97324,755
1550514,American Airlines,5334,JFK,SFO,2024-09-01 13:40,2024-09-01 14:01,2024-09-01 18:40,2024-09-01 18:39,-1,,True,True,Airbus A320,N73452,1864
1039646,Southwest,1181,ATL,BOS,2024-09-01 19:05,2024-09-01 19:30,2024-09-01 21:05,2024-09-01 21:02,-3,,True,False,Airbus A320,N27585,2727
1192961,United,3875,ATL,MIA,2024-09-01 18:25,2024-09-01 18:42,2024-09-01 21:25,2024-09-01 21:40,15,Maintenance,True,False,Boeing 777,N88223,1936
1088221,United,6988,ORD,JFK,2024-09-01 12:16,2024-09-01 12:16,2024-09-01 14:16,2024-09-01 14:07,-9,,True,False,Boeing 777,N23652,1583
717099,Southwest,8694,DFW,SFO,2024-09-01 08:35,2024-09-01 08:59,2024-09-01 14:35,2024-09-01 14:56,21,Maintenance,True,False,Airbus A320,N40475,2691
1370037,Southwest,3903,JFK,SFO,2024-09-01 13:48,2024-09-01 14:05,2024-09-01 17:48,2024-09-01 18:18,30,Weather,True,False,Airbus A320,N15887,841
1195805,American Airlines,35,JFK,SFO,2024-09-01 03:35,2024-09-01 04:04,2024-09-01 05:35,2024-09-01 05:39,4,Maintenance,True,True,Airbus A320,N21604,777
412902,Delta,3398,LAX,MIA,2024-09-01 05:37,2024-09-01 05:56,2024-09-01 07:37,2024-09-01 08:02,25,Air Traffic Control,True,True,Airbus A320,N59096,803
1715918,Southwest,454,JFK,MIA,2024-09-01 09:31,2024-09-01 09:36,2024-09-01 15:31,2024-09-01 15:30,-1,,True,True,Boeing 737,N94361,1868
933022,Southwest,7312,LAX,BOS,2024-09-01 13:24,2024-09-01 13:45,2024-09-01 17:24,2024-09-01 17:26,2,Air Traffic Control,True,True,Boeing 737,N53241,578
1294483,Delta,7909,DFW,SFO,2024-09-01 22:46,2024-09-01 23:06,2024-09-02 03:46,2024-09-02 03:38,-8,,False,True,Boeing 777,N71491,222
514233,United,8590,ATL,SEA,2024-09-01 02:31,2024-09-01 02:32,2024-09-01 08:31,2024-09-01 08:37,6,Air Traffic Control,True,True,Boeing 737,N55255,387
683744,Southwest,2753,ORD,SEA,2024-09-01 07:14,2024-09-01 07:37,2024-09-01 08:14,2024-09-01 08:17,3,Weather,False,False,Boeing 777,N59586,885
504718,United,7470,ATL,MIA,2024-09-01 08:27,2024-09-01 08:38,2024-09-01 11:27,2024-09-01 11:23,-4,,True,False,Boeing 737,N58116,304
281573,Delta,6956,ORD,BOS,2024-09-01 12:48,2024-09-01 13:18,2024-09-01 14:48,2024-09-01 14:51,3,Weather,True,False,Boeing 737,N93448,2395
328355,Delta,6535,LAX,SEA,2024-09-01 14:04,2024-09-01 14:17,2024-09-01 16:04,2024-09-01 15:56,-8,,False,True,Boeing 737,N45082,692
1352981,Southwest,6123,ORD,MIA,2024-09-01 19:23,2024-09-01 19:35,2024-09-01 22:23,2024-09-01 22:32,9,Maintenance,True,False,Boeing 777,N44169,1823
624165,United,1352,LAX,SFO,2024-09-01 14:47,2024-09-01 14:54,2024-09-01 18:47,2024-09-01 19:15,28,Air Traffic Control,False,True,Boeing 777,N66311,1013
518125,Southwest,698,LAX,MIA,2024-09-01 00:10,2024-09-01 00:19,2024-09-01 06:10,2024-09-01 06:33,23,Air Traffic Control,True,False,Boeing 737,N69310,1823
341588,Delta,670,LAX,BOS,2024-09-01 17:54,2024-09-01 18:06,2024-09-01 22:54,2024-09-01 23:09,15,Maintenance,False,True,Airbus A320,N38891,2297
970480,United,3942,DFW,JFK,2024-09-01 04:10,2024-09-01 04:14,2024-09-01 10:10,2024-09-01 10:32,22,Air Traffic Control,False,False,Airbus A320,N28424,1953
300737,American Airlines,7186,ATL,MIA,2024-09-01 14:52,2024-09-01 15:10,2024-09-01 20:52,2024-09-01 20:49,-3,,False,True,Airbus A320,N69448,2959
1560850,United,1566,JFK,JFK,2024-09-01 01:08,2024-09-01 01:18,2024-09-01 07:08,2024-09-01 07:36,28,Weather,True,True,Boeing 737,N39559,1947
1686664,Southwest,7119,DFW,JFK,2024-09-01 20:13,2024-09-01 20:38,2024-09-01 21:13,2024-09-01 21:15,2,Weather,False,True,Boeing 777,N28926,1996
1315394,United,3987,ATL,SFO,2024-09-01 00:02,2024-09-01 00:04,2024-09-01 01:02,2024-09-01 01:24,22,Weather,True,True,Airbus A320,N29158,1119
203808,American Airlines,6428,JFK,SFO,2024-09-01 21:26,2024-09-01 21:42,2024-09-02 03:26,2024-09-02 03:32,6,Air Traffic Control,False,True,Boeing 737,N80679,2032
1080891,Delta,2577,ATL,SFO,2024-09-01 07:55,2024-09-01 08:16,2024-09-01 10:55,2024-09-01 11:07,12,Maintenance,True,False,Boeing 737,N85614,816
941362,Southwest,9011,DFW,SFO,2024-09-01 13:48,2024-09-01 13:56,2024-09-01 19:48,2024-09-01 19:52,4,Maintenance,False,False,Boeing 737,N96367,1317
387636,United,422,JFK,JFK,2024-09-01 18:19,2024-09-01 18:31,2024-09-01 23:19,2024-09-01 23:21,2,Weather,True,False,Boeing 777,N16997,1681
591759,Southwest,464,ORD,BOS,2024-09-01 04:39,2024-09-01 05:05,2024-09-01 09:39,2024-09-01 09:46,7,Maintenance,False,True,Boeing 777,N80874,1925
320444,Southwest,946,JFK,SFO,2024-09-01 07:50,2024-09-01 08:02,2024-09-01 13:50,2024-09-01 13:51,1,Weather,True,False,Boeing 737,N48603,1234
1231372,Delta,6257,ORD,MIA,2024-09-01 10:03,2024-09-01 10:24,2024-09-01 15:03,2024-09-01 15:22,19,Maintenance,True,True,Airbus A320,N16199,1564
115674,American Airlines,3053,JFK,JFK,2024-09-01 11:14,2024-09-01 11:44,2024-09-01 15:14,2024-09-01 15:13,-1,,True,False,Airbus A320,N43720,346
806973,Delta,7365,ATL,JFK,2024-09-01 10:53,2024-09-01 11:11,2024-09-01 11:53,2024-09-01 12:17,24,Maintenance,False,True,Boeing 777,N85646,2688
309146,Delta,7856,DFW,JFK,2024-09-01 05:19,2024-09-01 05:47,2024-09-01 07:19,2024-09-01 07:14,-5,,True,True,Boeing 737,N99516,161
950476,Southwest,6973,DFW,MIA,2024-09-01 22:42,2024-09-01 23:11,2024-09-02 00:42,2024-09-02 00:40,-2,,False,True,Boeing 777,N66063,2982
692810,American Airlines,4812,ATL,BOS,2024-09-01 09:24,2024-09-01 09:47,2024-09-01 12:24,2024-09-01 12:54,30,Weather,False,True,Airbus A320,N85831,2815
839235,Delta,6055,DFW,JFK,2024-09-01 20:49,2024-09-01 21:19,2024-09-02 00:49,2024-09-02 00:45,-4,,True,False,Boeing 737,N78126,1997
1184117,Southwest,2246,LAX,BOS,2024-09-01 10:23,2024-09-01 10:31,2024-09-01 14:23,2024-09-01 14:25,2,Air Traffic Control,False,False,Airbus A320,N19950,2253
1196719,American Airlines,5329,ORD,BOS,2024-09-01 19:54,2024-09-01 20:13,2024-09-01 21:54,2024-09-01 22:05,11,Maintenance,True,False,Airbus A320,N84752,1118
1738730,United,6659,DFW,SFO,2024-09-01 02:20,2024-09-01 02:48,2024-09-01 08:20,2024-09-01 08:50,30,Weather,False,False,Airbus A320,N78257,2784
552030,United,6335,DFW,SFO,2024-09-01 05:30,2024-09-01 05:44,2024-09-01 08:30,2024-09-01 08:28,-2,,False,True,Airbus A320,N66172,291
829748,American Airlines,6530,JFK,BOS,2024-09-01 08:58,2024-09-01 09:10,2024-09-01 09:58,2024-09-01 10:25,27,Maintenance,False,False,Airbus A320,N34367,2341
1024093,United,80,ATL,MIA,2024-09-01 00:01,2024-09-01 00:22,2024-09-01 02:01,2024-09-01 02:02,1,Weather,True,True,Airbus A320,N72172,2051
954462,Delta,5925,DFW,MIA,2024-09-01 02:05,2024-09-01 02:31,2024-09-01 08:05,2024-09-01 08:10,5,Weather,False,False,Airbus A320,N98381,320
1147912,American Airlines,1579,JFK,SFO,2024-09-01 09:20,2024-09-01 09:26,2024-09-01 15:20,2024-09-01 15:29,9,Maintenance,False,False,Boeing 737,N79681,1262
577707,Southwest,5755,JFK,MIA,2024-09-01 07:21,2024-09-01 07:34,2024-09-01 10:21,2024-09-01 10:33,12,Air Traffic Control,False,False,Airbus A320,N46546,1496
1065267,Southwest,1494,JFK,SFO,2024-09-01 04:00,2024-09-01 04:19,2024-09-01 07:00,2024-09-01 06:51,-9,,True,True,Airbus A320,N61163,1571
791991,Delta,3781,ATL,MIA,2024-09-01 11:04,2024-09-01 11:20,2024-09-01 16:04,2024-09-01 16:12,8,Air Traffic Control,True,True,Airbus A320,N17847,851
431886,Delta,3249,JFK,SEA,2024-09-01 17:14,2024-09-01 17:36,2024-09-01 20:14,2024-09-01 20:35,21,Air Traffic Control,True,False,Boeing 737,N33065,1831
377159,Delta,152,ATL,MIA,2024-09-01 22:44,2024-09-01 23:02,2024-09-02 01:44,2024-09-02 01:50,6,Weather,False,False,Airbus A320,N85044,1838
102433,Southwest,3258,ORD,SFO,2024-09-01 22:47,2024-09-01 23:07,2024-09-02 02:47,2024-09-02 03:05,18,Maintenance,False,True,Boeing 777,N81518,2940
626650,Southwest,2264,ATL,SFO,2024-09-01 13:05,2024-09-01 13:30,2024-09-01 17:05,2024-09-01 17:28,23,Weather,True,False,Boeing 737,N57416,1472
147317,American Airlines,1744,ATL,SFO,2024-09-01 08:01,2024-09-01 08:21,2024-09-01 14:01,2024-09-01 14:05,4,Maintenance,True,False,Boeing 737,N48085,679
1360341,United,5451,DFW,MIA,2024-09-01 18:24,2024-09-01 18:48,2024-09-01 21:24,2024-09-01 21:38,14,Maintenance,False,False,Airbus A320,N76984,2247
216867,Southwest,2903,DFW,SFO,2024-09-01 18:53,2024-09-01 19:03,2024-09-01 19:53,2024-09-01 20:09,16,Weather,True,True,Boeing 737,N71567,306
1698096,American Airlines,3123,ATL,BOS,2024-09-01 08:28,2024-09-01 08:44,2024-09-01 13:28,2024-09-01 13:48,20,Air Traffic Control,True,False,Airbus A320,N50575,1767
1375324,United,6792,ATL,BOS,2024-09-01 23:41,2024-09-01 23:59,2024-09-02 01:41,2024-09-02 01:34,-7,,False,False,Boeing 737,N45691,2905
1156274,Delta,5549,JFK,SFO,2024-09-01 02:34,2024-09-01 02:44,2024-09-01 04:34,2024-09-01 04:48,14,Weather,False,True,Boeing 737,N86291,921
1460960,American Airlines,3314,LAX,SFO,2024-09-01 18:46,2024-09-01 19:02,2024-09-01 22:46,2024-09-01 22:46,0,,True,False,Boeing 777,N34114,2715
1377372,United,3961,JFK,MIA,2024-09-01 01:59,2024-09-01 02:07,2024-09-01 02:59,2024-09-01 03:01,2,Weather,True,False,Airbus A320,N25440,1218
16691,American Airlines,2236,ATL,MIA,2024-09-01 13:49,2024-09-01 14:00,2024-09-01 17:49,2024-09-01 17:52,3,Maintenance,True,True,Boeing 777,N72165,1165
1388061,American Airlines,8829,DFW,BOS,2024-09-01 22:46,2024-09-01 23:07,2024-09-02 03:46,2024-09-02 03:50,4,Air Traffic Control,True,False,Airbus A320,N41778,1717
1637995,Southwest,3633,JFK,BOS,2024-09-01 23:21,2024-09-01 23:31,2024-09-02 04:21,2024-09-02 04:38,17,Weather,True,True,Boeing 777,N97936,671
23618,Delta,9945,DFW,SEA,2024-09-01 06:50,2024-09-01 07:16,2024-09-01 10:50,2024-09-01 10:46,-4,,True,False,Boeing 737,N32617,2553
701509,Delta,211,ATL,SEA,2024-09-01 19:06,2024-09-01 19:06,2024-09-01 21:06,2024-09-01 21:03,-3,,False,False,Boeing 737,N96662,1661
1530461,American Airlines,4740,ATL,SEA,2024-09-01 23:17,2024-09-01 23:45,2024-09-02 01:17,2024-09-02 01:30,13,Maintenance,False,False,Boeing 777,N56124,120
1200560,American Airlines,2213,JFK,MIA,2024-09-01 15:05,2024-09-01 15:21,2024-09-01 20:05,2024-09-01 19:59,-6,,True,True,Boeing 777,N56982,791
812976,Delta,9384,ORD,BOS,2024-09-01 02:52,2024-09-01 03:05,2024-09-01 03:52,2024-09-01 03:47,-5,,False,False,Boeing 737,N31854,1882
1419495,Delta,3661,ATL,BOS,2024-09-01 02:52,2024-09-01 03:02,2024-09-01 08:52,2024-09-01 09:16,24,Air Traffic Control,False,True,Boeing 737,N85347,1948
949271,American Airlines,5775,ATL,SEA,2024-09-01 20:31,2024-09-01 20:52,2024-09-01 21:31,2024-09-01 21:40,9,Air Traffic Control,False,True,Airbus A320,N66904,204
1219901,United,9627,JFK,BOS,2024-09-01 21:55,2024-09-01 22:19,2024-09-02 01:55,2024-09-02 01:56,1,Air Traffic Control,False,False,Boeing 737,N96260,2262
438958,Southwest,6417,ORD,MIA,2024-09-01 16:32,2024-09-01 16:32,2024-09-01 21:32,2024-09-01 22:02,30,Weather,True,False,Airbus A320,N43169,2776
582400,Southwest,6498,LAX,SEA,2024-09-01 20:26,2024-09-01 20:54,2024-09-01 21:26,2024-09-01 21:50,24,Weather,True,False,Airbus A320,N40961,1329
1079450,Delta,2819,ORD,SFO,2024-09-01 00:53,2024-09-01 01:06,2024-09-01 05:53,2024-09-01 05:47,-6,,True,True,Boeing 777,N77126,1752
26045,American Airlines,7594,DFW,JFK,2024-09-01 21:02,2024-09-01 21:06,2024-09-02 02:02,2024-09-02 02:04,2,Maintenance,True,False,Airbus A320,N28372,1288
1676376,United,8546,LAX,JFK,2024-09-01 12:55,2024-09-01 13:18,2024-09-01 18:55,2024-09-01 18:49,-6,,True,True,Boeing 777,N70377,700
1604497,United,4520,ATL,BOS,2024-09-01 03:36,2024-09-01 04:01,2024-09-01 04:36,2024-09-01 05:02,26,Maintenance,True,False,Boeing 737,N47434,2677
1428006,Delta,4602,LAX,JFK,2024-09-01 14:38,2024-09-01 14:39,2024-09-01 17:38,2024-09-01 18:04,26,Maintenance,False,False,Boeing 737,N68365,2850
912867,American Airlines,6968,ORD,JFK,2024-09-01 05:49,2024-09-01 05:56,2024-09-01 11:49,2024-09-01 12:10,21,Air Traffic Control,False,True,Airbus A320,N20619,2384
913175,Southwest,6935,ORD,SFO,2024-09-01 03:03,2024-09-01 03:20,2024-09-01 04:03,2024-09-01 04:06,3,Maintenance,False,False,Boeing 777,N80991,390
49382,Delta,4063,LAX,SEA,2024-09-01 03:12,2024-09-01 03:35,2024-09-01 08:12,2024-09-01 08:33,21,Maintenance,False,False,Airbus A320,N23829,2408
1283273,United,2943,ATL,JFK,2024-09-01 07:41,2024-09-01 07:54,2024-09-01 12:41,2024-09-01 12:45,4,Weather,True,False,Airbus A320,N79414,1295
545496,Delta,7759,ATL,JFK,2024-09-01 11:22,2024-09-01 11:26,2024-09-01 15:22,2024-09-01 15:50,28,Maintenance,False,False,Boeing 777,N94282,2048
872297,American Airlines,3712,ORD,SFO,2024-09-01 14:24,2024-09-01 14:53,2024-09-01 19:24,2024-09-01 19:23,-1,,True,False,Boeing 737,N36286,2756
607431,United,164,ATL,SEA,2024-09-01 04:48,2024-09-01 04:53,2024-09-01 08:48,2024-09-01 08:54,6,Maintenance,False,False,Boeing 777,N95965,1635
1155763,Delta,5511,ATL,BOS,2024-09-01 22:34,2024-09-01 22:38,2024-09-01 23:34,2024-09-01 23:28,-6,,True,True,Boeing 777,N97596,593
1174755,Delta,1209,ATL,BOS,2024-09-01 14:22,2024-09-01 14:50,2024-09-01 15:22,2024-09-01 15:35,13,Maintenance,False,False,Airbus A320,N19404,1062
965689,United,6626,JFK,SFO,2024-09-01 06:07,2024-09-01 06:19,2024-09-01 09:07,2024-09-01 09:26,19,Weather,False,True,Boeing 777,N81611,2681
1705455,United,3506,ATL,BOS,2024-09-01 07:06,2024-09-01 07:19,2024-09-01 08:06,2024-09-01 08:23,17,Air Traffic Control,False,False,Boeing 777,N43717,1125
724555,Delta,3805,DFW,SFO,2024-09-01 03:03,2024-09-01 03:31,2024-09-01 07:03,2024-09-01 06:53,-10,,True,False,Boeing 737,N54939,421
1207168,Southwest,1591,JFK,BOS,2024-09-01 15:05,2024-09-01 15:35,2024-09-01 21:05,2024-09-01 21:17,12,Weather,False,True,Boeing 777,N26030,317
224964,Southwest,570,ATL,BOS,2024-09-01 14:58,2024-09-01 15:28,2024-09-01 18:58,2024-09-01 18:55,-3,,False,False,Boeing 777,N30188,2430
625793,American Airlines,1733,ATL,MIA,2024-09-01 14:02,2024-09-01 14:14,2024-09-01 19:02,2024-09-01 19:03,1,Air Traffic Control,False,True,Boeing 777,N93049,2433
1392043,Southwest,1922,ORD,SFO,2024-09-01 08:47,2024-09-01 09:10,2024-09-01 12:47,2024-09-01 12:45,-2,,False,False,Boeing 737,N28079,1724
475037,American Airlines,4380,JFK,SEA,2024-09-01 09:36,2024-09-01 09:58,2024-09-01 15:36,2024-09-01 15:27,-9,,False,False,Airbus A320,N72729,517
146645,Southwest,6643,ORD,BOS,2024-09-01 19:09,2024-09-01 19:10,2024-09-01 20:09,2024-09-01 20:37,28,Weather,True,True,Boeing 737,N87206,968
489673,Southwest,1392,ATL,SEA,2024-09-01 10:16,2024-09-01 10:35,2024-09-01 11:16,2024-09-01 11:30,14,Weather,True,True,Airbus A320,N86782,2024
8414,United,5126,JFK,BOS,2024-09-01 19:46,2024-09-01 20:13,2024-09-01 22:46,2024-09-01 23:13,27,Maintenance,True,False,Airbus A320,N80597,2719
690171,United,8757,ATL,SEA,2024-09-01 15:13,2024-09-01 15:23,2024-09-01 19:13,2024-09-01 19:16,3,Air Traffic Control,True,False,Airbus A320,N85730,2042
1693635,Delta,3914,JFK,MIA,2024-09-01 05:56,2024-09-01 06:18,2024-09-01 10:56,2024-09-01 10:53,-3,,True,True,Boeing 777,N10987,1620
873185,United,3688,ATL,BOS,2024-09-01 01:02,2024-09-01 01:31,2024-09-01 07:02,2024-09-01 07:30,28,Air Traffic Control,False,True,Boeing 737,N53673,2279
431689,Southwest,4867,JFK,JFK,2024-09-01 16:44,2024-09-01 16:49,2024-09-01 18:44,2024-09-01 18:48,4,Maintenance,True,True,Boeing 777,N93740,1162
1464917,Southwest,5351,ATL,JFK,2024-09-01 04:22,2024-09-01 04:41,2024-09-01 09:22,2024-09-01 09:38,16,Air Traffic Control,False,False,Boeing 777,N53763,1100
1682383,Southwest,9560,ORD,MIA,2024-09-01 03:17,2024-09-01 03:30,2024-09-01 08:17,2024-09-01 08:47,30,Air Traffic Control,True,True,Boeing 777,N25152,770
1557040,Delta,5771,ATL,SEA,2024-09-01 15:49,2024-09-01 16:06,2024-09-01 21:49,2024-09-01 22:01,12,Maintenance,False,True,Boeing 777,N39569,543
1588048,American Airlines,2949,ORD,SFO,2024-09-01 06:33,2024-09-01 06:34,2024-09-01 08:33,2024-09-01 08:38,5,Weather,True,False,Boeing 777,N94036,1370
523290,Delta,6069,JFK,SEA,2024-09-01 08:02,2024-09-01 08:31,2024-09-01 09:02,2024-09-01 09:09,7,Weather,True,True,Airbus A320,N47173,1370
97667,American Airlines,8960,LAX,BOS,2024-09-01 23:33,2024-09-01 23:55,2024-09-02 05:33,2024-09-02 05:23,-10,,False,False,Boeing 777,N51950,398
1440717,Delta,8469,ORD,BOS,2024-09-01 23:55,2024-09-02 00:03,2024-09-02 02:55,2024-09-02 03:00,5,Maintenance,False,False,Boeing 777,N69717,1473
1449471,American Airlines,6663,ORD,JFK,2024-09-01 06:24,2024-09-01 06:40,2024-09-01 12:24,2024-09-01 12:30,6,Air Traffic Control,True,False,Boeing 737,N40860,1632
89576,Delta,2072,LAX,SEA,2024-09-01 16:57,2024-09-01 17:13,2024-09-01 22:57,2024-09-01 22:59,2,Maintenance,True,True,Boeing 777,N84869,1867
122172,Southwest,2249,JFK,SFO,2024-09-01 04:57,2024-09-01 05:01,2024-09-01 05:57,2024-09-01 06:24,27,Maintenance,True,True,Boeing 777,N34374,2296
1470191,United,2230,LAX,SFO,2024-09-01 07:37,2024-09-01 07:49,2024-09-01 12:37,2024-09-01 12:54,17,Weather,True,True,Airbus A320,N61202,1033
1005781,United,1704,ATL,MIA,2024-09-01 07:23,2024-09-01 07:41,2024-09-01 13:23,2024-09-01 13:48,25,Air Traffic Control,True,True,Airbus A320,N92582,1575
367185,Southwest,7734,DFW,BOS,2024-09-01 11:18,2024-09-01 11:41,2024-09-01 13:18,2024-09-01 13:09,-9,,False,False,Boeing 737,N44652,1480
221748,United,3226,ORD,BOS,2024-09-01 19:05,2024-09-01 19:08,2024-09-01 21:05,2024-09-01 21:27,22,Maintenance,False,True,Boeing 737,N19797,372
1731197,American Airlines,3133,LAX,SEA,2024-09-01 15:43,2024-09-01 16:00,2024-09-01 18:43,2024-09-01 18:41,-2,,True,True,Airbus A320,N16695,2940
1153145,United,2965,DFW,SFO,2024-09-01 01:39,2024-09-01 01:55,2024-09-01 06:39,2024-09-01 06:42,3,Maintenance,False,True,Boeing 737,N55629,1156
1104536,United,7573,LAX,JFK,2024-09-01 09:13,2024-09-01 09:43,2024-09-01 15:13,2024-09-01 15:26,13,Air Traffic Control,False,False,Airbus A320,N83747,890
1392060,American Airlines,7329,DFW,BOS,2024-09-01 14:38,2024-09-01 14:56,2024-09-01 19:38,2024-09-01 19:49,11,Maintenance,True,True,Boeing 737,N84714,1279
1644219,Southwest,3294,ATL,SFO,2024-09-01 10:28,2024-09-01 10:49,2024-09-01 15:28,2024-09-01 15:23,-5,,True,False,Boeing 777,N14127,1242
104285,Delta,8374,LAX,MIA,2024-09-01 12:06,2024-09-01 12:22,2024-09-01 14:06,2024-09-01 13:59,-7,,True,False,Boeing 777,N30015,2163
1065494,Southwest,9865,JFK,BOS,2024-09-01 06:58,2024-09-01 07:02,2024-09-01 07:58,2024-09-01 08:22,24,Maintenance,False,False,Boeing 737,N63956,1272
1257236,Southwest,2791,ATL,SFO,2024-09-01 02:48,2024-09-01 03:15,2024-09-01 05:48,2024-09-01 06:11,23,Weather,False,False,Boeing 777,N36902,2460
1318590,American Airlines,2892,ORD,SEA,2024-09-01 07:17,2024-09-01 07:25,2024-09-01 09:17,2024-09-01 09:45,28,Maintenance,True,False,Airbus A320,N65834,776
1406761,United,4093,JFK,SFO,2024-09-01 23:21,2024-09-01 23:50,2024-09-02 03:21,2024-09-02 03:43,22,Maintenance,False,False,Boeing 777,N96553,953
1527256,American Airlines,5417,DFW,BOS,2024-09-01 17:53,2024-09-01 17:58,2024-09-01 23:53,2024-09-02 00:06,13,Maintenance,False,False,Boeing 777,N29820,2670
843212,American Airlines,1129,LAX,SFO,2024-09-01 20:21,2024-09-01 20:44,2024-09-01 21:21,2024-09-01 21:50,29,Maintenance,True,True,Airbus A320,N72655,1695
1027195,American Airlines,7719,JFK,MIA,2024-09-01 14:32,2024-09-01 14:38,2024-09-01 18:32,2024-09-01 18:50,18,Weather,True,True,Boeing 737,N24119,2154
549996,United,7695,ATL,SFO,2024-09-01 09:53,2024-09-01 09:55,2024-09-01 13:53,2024-09-01 13:53,0,,True,False,Airbus A320,N95022,2163
1044564,United,4135,ATL,MIA,2024-09-01 09:14,2024-09-01 09:22,2024-09-01 14:14,2024-09-01 14:41,27,Weather,False,False,Airbus A320,N52331,172
615755,Delta,2013,DFW,MIA,2024-09-01 00:45,2024-09-01 00:52,2024-09-01 04:45,2024-09-01 04:58,13,Weather,False,False,Boeing 777,N39425,725
304949,United,9439,DFW,SEA,2024-09-01 09:58,2024-09-01 10:06,2024-09-01 11:58,2024-09-01 11:53,-5,,False,True,Airbus A320,N57960,2474
